bgg_id,ano,rank,nome
228504,2017,1151,Cat Lady
279254,2019,1152,Ecos: First Continent
227515,2017,1153,Riverboat
98351,2011,1154,Core Worlds
66056,2010,1155,Rivals for Catan
132028,2012,1158,Conflict of Heroes: Awakening the Bear! – Operation Barbarossa 1941 (Second Edition)
106217,2011,1160,Hawaii
52461,2013,1163,Legacy: The Testament of Duke de Crecy
169124,2015,1164,Flick 'em Up!
1382,2001,1165,Winner's Circle
195314,2017,1166,Herbaceous
153065,2014,1168,Abluxxen
40793,2009,1170,Dice Town
191300,2016,1173,Archaeology: The New Expedition
82421,2009,1176,Summoner Wars: Phoenix Elves vs Tundra Orcs
65901,2010,1177,Age of Industry
37628,2010,1179,Haggis
178336,2016,1180,World's Fair 1893
217861,2017,1183,Paper Tales
204027,2016,1186,Cottage Garden
72287,2010,1189,Mr. Jack Pocket
66505,2010,1192,The Speicherstadt
299960,2020,1193,Alma Mater
218509,2018,1194,Empires of the Void II
104710,2012,1195,Wiz-War (Eighth Edition)
141517,2013,1196,A Study in Emerald
306481,2020,1198,Tawantinsuyu: The Inca Empire
176371,2016,1199,Explorers of the North Sea
230080,2017,1201,Majesty: For the Realm
164949,2017,1202,"Time of Crisis: The Roman Empire in Turmoil, 235-284 AD"
554,2000,1204,La Città
205597,2017,1205,Jump Drive
300327,2020,1206,The Castles of Tuscany
35497,2008,1210,Fauna
171669,2015,1212,Discoveries: The Journals of Lewis & Clark
182340,2016,1214,Star Trek: Frontiers
19600,2005,1215,Antike
16992,2005,1216,Tsuro
253284,2018,1220,Ticket to Ride: New York
284936,2020,1221,Café
206915,2016,1225,Tempel des Schreckens
206051,2016,1230,Insider
174570,2015,1231,Legendary Encounters: A Predator Deck Building Game
82420,2009,1233,Summoner Wars: Guild Dwarves vs Cave Goblins
25568,2008,1234,Metropolys
75449,2010,1235,Firenze
393333,2024,1237,Galileo Galilei
217449,2017,1239,NMBR 9
200077,2017,1240,Mint Works
181796,2015,1242,The Prodigals Club
21523,2005,1247,Runebound: Second Edition
157809,2014,1249,Nations: The Dice Game
185589,2016,1253,Islebound
230933,2017,1254,Merlin
301767,2020,1255,Mysterium Park
122522,2012,1257,Smash Up
191231,2016,1259,Via Nebula
168917,2015,1270,Smash Up: Pretty Pretty Smash Up
130176,2011,1273,Tales & Games: The Hare & the Tortoise
298638,2020,1274,Sheriff of Nottingham: 2nd Edition
131646,2012,1275,Merchant of Venus (Second Edition)
207691,2016,1276,Railroad Revolution
402679,2024,1277,Rock Hard: 1977
252752,2021,1279,Genotype: A Mendelian Genetics Game
194880,2016,1281,Dream Home
136991,2015,1282,Loony Quest
24068,2005,1286,Shadow Hunters
198454,2016,1287,When I Dream
145639,2013,1290,Coconuts
173090,2015,1292,The Game
55427,2009,1297,Mr. Jack in New York
97903,2013,1298,Terror in Meeple City
127518,2013,1301,A Distant Plain
163154,2016,1303,Falling Sky: The Gallic Revolt Against Caesar
69779,2012,1305,Polis: Fight for the Hegemony
271615,2019,1311,The Quest for El Dorado: The Golden Temples
419195,2024,1312,Fishing
160018,2014,1318,Smash Up: Monster Smash
72225,2012,1319,CO₂
17329,2005,1321,Animal Upon Animal
358504,2022,1326,Betrayal at House on the Hill: 3rd Edition
278,1996,1327,Catan Card Game
330592,2022,1330,Phantom Ink
145371,2014,1331,Three Kingdoms Redux
18100,2005,1333,China
60,1999,1334,Vinci
142326,2013,1339,Eight-Minute Empire: Legends
327,1992,1341,Loopin' Louie
143884,2012,1343,Machi Koro
366994,2023,1344,Bonsai
91080,2012,1346,Andean Abyss
354,1993,1352,Stick 'Em
1301,1996,1353,Netrunner
5737,2003,1356,Domaine
176544,2015,1358,Automania
229265,2017,1360,Wendake
244536,2018,1364,Tiny Epic Zombies
154246,2014,1366,La Isla
244049,2018,1367,Forum Trajanum
234669,2017,1369,Legacy of Dragonholt
43443,2009,1372,Castle Panic
282954,2020,1374,Paris
233961,2017,1379,Claim
82168,2010,1380,Escape from the Aliens in Outer Space
44163,2009,1382,Power Grid: Factory Manager
301257,2021,1386,Maglev Metro
152162,2014,1391,Diamonds
338628,2021,1392,Trails
137297,2013,1398,Rise of Augustus
8989,2004,1405,Hansa
140933,2013,1410,Blueprints
207336,2016,1414,Honshū
257614,2019,1418,Tussie Mussie
104020,2011,1419,Vanuatu
216092,2017,1420,Unlock!: Escape Adventures – Squeek & Sausage
135382,2014,1422,Shadowrun: Crossfire
184151,2017,1425,Legend of the Five Rings: The Card Game
195162,2017,1431,Plague Inc.: The Board Game
22141,2006,1432,Cleopatra and the Society of Architects
13823,2004,1434,Fairy Tale
105,1997,1435,Colossal Arena
89409,2012,1436,BattleCON: War of Indines
159473,2014,1441,Quartermaster General
27364,2007,1444,Caylus Magna Carta
254127,2023,1445,Europa Universalis: The Price of Power
34084,2008,1446,Witch's Brew
339958,2021,1447,Gutenberg
121410,2013,1456,Steam Park
151007,2014,1465,Pathfinder Adventure Card Game: Skull & Shackles – Base Set
83195,2010,1469,Ghost Blitz
41916,2009,1470,Labirinto Magico
102548,2011,1473,Dungeon Fighter
152470,2015,1477,Fief: France 1429
358124,2022,1478,Mists over Carcassonne
91873,2011,1481,Strasbourg
173101,2015,1482,Council of 4
25643,2006,1483,Arkadia
165872,2016,1484,Liberty or Death: The American Insurrection
269595,2019,1485,Copenhagen
10,1998,1486,Elfenland
183006,2015,1487,Qwinto
25821,2001,1488,The Werewolves of Miller's Hollow
16986,2003,1492,Ubongo
154386,2014,1495,Medieval Academy
299252,2020,1496,Here to Slay
182694,2015,1497,Watson & Holmes
121297,2012,1500,Fleet
30381,2007,1505,Hamburgum
85256,2010,1507,Timeline: Inventions
287938,2019,1510,Kitchen Rush (Revised Edition)
104347,2011,1512,Santiago de Cuba
9220,2004,1518,Saboteur
230085,2017,1520,Agra
131014,2012,1523,Carcassonne: Winter Edition
264982,2019,1533,Coloma
19100,2005,1535,Hacienda
42910,2009,1536,Peloponnes
1261,2001,1540,Medina
39953,2008,1541,A Game of Thrones: The Card Game
134253,2015,1542,Hostage Negotiator
332944,2021,1543,Sobek: 2 Players
826,2000,1544,Cartagena
247236,2018,1546,Duelosaur Island
18258,2005,1548,Mission: Red Planet
157526,2014,1549,Viceroy
164338,2014,1550,The Golden Ages
855,2000,1555,Java
159503,2014,1556,The Captain Is Dead
160610,2015,1557,Thunderbirds
50768,2011,1560,Ninjato
15818,2005,1561,Pickomino
191876,2016,1564,Ulm
7805,2003,1566,Fearsome Floors
205716,2016,1569,New Angeles
119591,2013,1574,Rialto
116,1998,1578,Guillotine
363369,2022,1579,Starship Captains
394,1998,1581,Kahuna
132372,2012,1583,Guildhall
257527,2018,1584,Trapwords
177802,2016,1585,Smash Up: It's Your Fault!
38713,2008,1588,Time's Up Amarela
323156,2021,1590,Stroganov
63975,2010,1592,Mountain Goats
219100,2019,1593,UBOOT: The Board Game
315727,2023,1595,Last Light
143405,2015,1599,Sylvion
4099,2002,1604,Keythedral
199,1994,1605,Manhattan
1403,1997,1608,Turn the Tide
38863,2008,1611,The Rich and the Good
150312,2013,1613,Welcome to the Dungeon
2507,1998,1614,Liberté
23094,2008,1617,Planet Steam
9203,2004,1618,Wings of War: Famous Aces
3228,2002,1624,Pueblo
393307,2024,1625,Tower Up
217085,2017,1632,Unearth
2338,2001,1634,Starship Catan
167270,2014,1635,Medina (Second Edition)
63268,2009,1638,Dobble
200511,2021,1643,After the Empire
378387,2024,1644,Inventors of the South Tigris
12495,2004,1645,Fire & Axe: A Viking Saga
254713,2019,1646,The Artemis Project
398,1994,1647,Wildlife Safari
134453,2013,1648,The Little Prince: Make Me a Planet
624,1997,1649,Quoridor
297978,2020,1651,Mariposas
127024,2013,1653,Room 25
113401,2011,1656,Timeline: Events
215841,2017,1657,Exit: The Game – The Forgotten Island
57390,2010,1662,Catacombs
15,1977,1667,Cosmic Encounter
33604,2008,1674,Say Anything
72991,2010,1676,Asara
347013,2022,1680,Get on Board: New York & London
271088,2019,1686,Ishtar: Gardens of Babylon
216201,2016,1690,Robo Rally
165950,2014,1691,Beasty Bar
438,1983,1692,Scotland Yard
244995,2018,1694,Illusion
5716,2003,1695,Balloon Cup
212516,2017,1696,Keyper
204,1999,1697,Stephenson's Rocket
163413,2014,1698,Murano
878,2001,1699,Wyatt Earp
105037,2011,1702,Tournay
348096,2022,1704,Kites
19237,2005,1705,Ca$h 'n Gun$
272682,2019,1707,Expedition to Newdale
336929,2021,1710,Land vs Sea
215842,2017,1712,Exit: The Game – The Polar Station
39684,2010,1721,Merkator
264647,2019,1722,Age of Civilization
175324,2017,1723,Fog of Love
29223,2007,1724,Marrakech
216091,2017,1727,Unlock!: Escape Adventures – The Formula
139030,2013,1732,Mascarade
371972,2023,1743,Ierusalem: Anno Domini
254018,2018,1748,Solenia
325698,2021,1752,Juicy Fruits
142992,2013,1757,Gravwell: Escape from the 9th Dimension
253214,2018,1761,Escape Tales: The Awakening
71836,2010,1764,Onirim
201,1992,1765,The Rose King
481,2000,1768,Carolus Magnus
3955,2002,1773,BANG!
217398,2017,1774,Path of Light and Shadow
116954,2012,1777,Butterfly Garden
119,1994,1778,Cosmolancer
356414,2022,1779,Space Station Phoenix
176229,2015,1782,Tides of Time
271321,2019,1785,CABO (Second Edition)
131366,2012,1787,Eight-Minute Empire
16496,2005,1791,Roma
29934,2007,1793,Amyitis
282414,2019,1797,Pharaon
129051,2012,1804,Le Havre: The Inland Port
301716,2020,1806,Glasgow
143175,2013,1807,Kashgar: Merchants of the Silk Road
6411,2003,1810,Blokus 3D
284584,2020,1811,Troyes Dice
902,2000,1816,Meuterer
316786,2021,1819,Tabannusi: Builders of Ur
196,1986,1821,Kremlin
148943,2014,1823,Coup: Rebellion G54
242,1979,1827,Junta
169794,2015,1831,Haspelknecht: The Story of Early Coal Mining
260300,2018,1840,Dungeon Mayhem
312251,2020,1841,Curious Cargo
619,1995,1850,The Bottle Imp
180020,2015,1852,Virus!
172381,2015,1857,My Village
115,1994,1860,I'm the Boss!
120523,2013,1865,Nothing Personal
109125,2012,1874,Wallenstein (Second Edition)
166571,2016,1876,Tramways
235555,2019,1879,Bios: Origins (Second Edition)
152,1995,1880,Mü & More
195043,2016,1882,Welcome Back to the Dungeon
494,1989,1886,Ave Caesar
37919,2011,1887,Ascending Empires
915,1995,1888,Mystery of the Abbey
57925,2009,1889,Havana
215840,2017,1900,Exit: The Game – The Forbidden Castle
360206,2022,1904,Discordia
266083,2019,1908,L.L.A.M.A.
275913,2019,1909,Bruxelles 1897
34887,2009,1917,Revolution!
148951,2014,1918,Tiny Epic Kingdoms
38545,2008,1923,Kamisado
143986,2013,1924,CV
125548,2012,1933,Pixel Tactics
192860,2016,1934,Oceanos
106662,2011,1935,Power Grid: The First Sparks
146816,2013,1936,Sanssouci
38862,2008,1951,Giants
193308,2016,1953,Spyfall 2
267813,2019,1955,Adventure Games: The Dungeon
92319,2011,1960,Olympos
193728,2017,1966,Pendragon: The Fall of Roman Britain
22484,2006,1968,Ingenious Travel
144041,2013,1971,Patchistory
99975,2011,1973,Timeline: Science & Discoveries
216497,2016,1980,District Noir
8129,2003,1983,Wizard Extreme
178054,2015,1991,A Study in Emerald (Second Edition)
4636,2002,1997,Clans
8098,1997,1999,Jungle Speed
267271,2019,2003,Egizia: Shifting Sands
103185,2011,2007,Walnut Grove
221769,2017,2009,Bios: Megafauna (Second Edition)
361,1973,2013,Hare & Tortoise
12761,2004,2022,Ys
274841,2020,2024,Cóatl
252446,2018,2036,Key Flow
277597,2019,2037,Fast Sloths
41933,2009,2045,Arctic Scavengers
43868,2009,2047,The Adventurers: The Temple of Chac
123239,2012,2048,Wits & Wagers Party
47055,2010,2049,High Frontier
206084,2016,2050,Nautilion
3800,2004,2052,Himalaya
5072,0,2057,Carrom
34297,2008,2059,The Climbers
423401,2024,2060,Minos: Dawn of the Bronze Age
172996,2015,2065,The King Is Dead
259374,2018,2066,Belratti
351594,2023,2069,Amalfi: Renaissance
55697,2009,2072,Power Struggle
13308,2004,2073,Niagara
57660,2006,2075,Time's Up Azul
415147,2024,2076,Spectacular
256852,2020,2078,Aliens: Another Glorious Day in the Corps
73369,2010,2087,51st State
220792,2017,2088,The Expanse Board Game
41010,2009,2089,Carcassonne Junior
351538,2023,2092,Bamboo
32125,2007,2098,Felicity: The Cat in the Sack
158900,2014,2099,Samurai Spirit
182189,2015,2100,Treasure Hunter
241831,2018,2107,Reykholt
171011,2015,2108,Favor of the Pharaoh
903,2000,2112,Hamster Roll
526,1987,2115,Abalone
123607,2012,2117,Puzzle Strike: Third Edition
180199,2017,2122,"Colonial Twilight: The French-Algerian War, 1954-62"
30658,2009,2128,Rise of Empires
21920,2006,2129,Leonardo da Vinci
145189,2013,2130,Timeline: Music & Cinema
49,1998,2136,Mamma Mia!
203430,2016,2146,Fuji Flush
299963,2020,2147,Picture Perfect
175293,2015,2148,Trambahn
257732,2019,2150,Pax Transhumanity
103092,2011,2154,Helvetia
157413,2016,2166,New Bedford
24742,2007,2170,Cold War: CIA vs KGB
220367,2020,2171,Empyreal: Spells & Steam
226501,2017,2172,Dragonfire
28089,2007,2175,Burg Appenzell
163805,2017,2183,Transatlantic
127997,2012,2185,Qin
174078,2015,2188,Holmes: Sherlock & Mycroft
120,1990,2189,Hoity Toity
29937,2007,2191,König von Siam
272427,2019,2192,Terramara
180852,2016,2193,Tiny Epic Western
35435,2008,2195,Nefertiti
104955,2012,2196,Antike Duellum
205610,2016,2205,A Game of Thrones: Hand of the King
91984,2011,2211,Québec
157096,2014,2213,Historia
35503,2009,2214,Ra: The Dice Game
202977,2017,2215,Cytosis: A Cell Biology Board Game
38386,2008,2219,A Castle for All Seasons
140,1903,2226,Pit
128667,2012,2235,Samurai Sword
300583,2020,2237,Village Green
16267,2005,2243,Trans Europa
340,1999,2245,Frank's Zoo
122842,2012,2248,Exodus: Proxima Centauri
66588,2010,2253,Wits & Wagers Family
37907,2008,2254,Diamonds Club
180592,2015,2261,Steam Time
3931,2003,2262,Mare Nostrum
63759,2010,2263,Seeland
348554,2022,2274,Autobahn
9441,2004,2280,Corrida de Tartarugas
19622,2006,2282,A Victory Lost: Crisis in Ukraine 1942-1943
34585,2008,2283,Keltis
249763,2018,2284,Claim 2
36648,2008,2286,Maldicao da Mumia
38992,2008,2288,Royal Palace
15600,2005,2306,Sardegna
181345,2015,2308,Dr. Eureka
113636,2012,2309,Edo
12477,2004,2311,Bootleggers
146221,2015,2314,Forge War
118695,2012,2334,Riff Raff
98918,2016,2336,Bios: Genesis
38765,2012,2338,Ground Floor
31105,2007,2341,Archaeology: The Card Game
276086,2022,2349,Hamlet: The Village Building Game
249,1993,2351,Lifeboats
222407,2017,2353,Lignum (Second Edition)
153507,2014,2355,Terra
198190,2016,2358,Kepler-3042
143401,2013,2360,Yunnan
275215,2022,2362,Namiji
56931,2009,2363,Arena: Roma II
176558,2015,2368,Mafia de Cuba
67239,2010,2369,Catan Histories: Settlers of America – Trails to Rails
232,1996,2370,Serenissima
28259,2007,2376,Cutthroat Caverns
466,1988,2382,Inkognito
143404,2015,2388,Castellion
125,1999,2391,Money!
169318,2015,2402,City of Spies: Estoril 1942
17710,2005,2409,Conquest of the Empire
144239,2013,2411,Impulse
12589,2004,2413,Ratzia
292126,2021,2416,Excavation Earth
193739,2016,2417,Jórvík
40393,2009,2432,FITS
144553,2013,2446,The Builders: Middle Ages
252556,2019,2456,Bosk
1234,1993,2459,Once Upon a Time: The Storytelling Card Game
228959,2019,2467,Alubari: A Nice Cup of Tea
317504,2021,2468,Mandala Stones
65515,2010,2470,Nuns on the Run
9910,2005,2474,Wings of War: Watch Your Back!
141736,2013,2476,Sail to India
255615,2018,2480,GoodCritters
317231,2020,2490,Monasterium
65282,2009,2498,Tanto Cuore
224904,2018,2501,Sunset Over Water
204574,2016,2502,The Flow of History
392492,2025,2503,Stupor Mundi
191925,2016,2515,Bandido
193322,2016,2531,Master of Orion: The Board Game
419704,2024,2534,Phoenix New Horizon
36811,2008,2539,The Princes of Machu Picchu
353152,2022,2542,Framework
7,1979,2543,Cathedral
343362,2022,2558,Oak
37141,2008,2560,Time's Up! Deluxe
46255,2009,2561,Campaign Manager 2008
66171,2010,2569,Dragonheart
25224,2006,2574,Hermagor
42124,2009,2577,Dungeon Twister 2: Prison
298635,2020,2579,Alice's Garden
86246,2011,2580,Drum Roll
17025,2005,2590,Poison
102237,2011,2596,Drako: Dragon & Dwarves
196354,2019,2597,Era of Tribes
281960,2019,2602,Kingdomino Duel
119391,2012,2603,Il Vecchio
40237,2009,2607,Long Shot
15954,2007,2608,Conquest of Paradise
31624,2007,2611,League of Six
54307,2009,2615,Chronicle
114031,2012,2622,Copycat
21632,2006,2628,To Court the King
309113,2020,2630,Ticket to Ride: Amsterdam
105593,2011,2631,Cheating Moth
634,2000,2634,River Dragons
2596,2001,2637,Villa Paletti
2569,2001,2638,Pick Picknic
81640,2010,2641,Florenza
85036,2010,2648,20th Century
75476,2010,2650,Inca Empire
35761,2008,2656,Sylla
37371,2008,2657,Piece o' Cake
36946,2008,2660,Red November
2570,2001,2661,Atlantic Star
331571,2021,2665,My Gold Mine
67888,2010,2675,Lords of Scotland
218311,2017,2676,Deckscape: Test Time
35488,2008,2692,The Name of the Rose
443,1985,2696,Code 777
372631,2023,2698,Books of Time
770,1992,2706,Korsar
151247,2014,2719,Greed
40769,2009,2721,Valdora
148601,2014,2735,1944: Race to the Rhine
220588,2019,2737,"Gandhi: The Decolonization of British India, 1917 – 1947"
638,2000,2740,Hera and Zeus
40381,2008,2746,Duck Art
66849,2010,2765,Safranito
58110,2009,2767,Horse Fever
369142,2023,2772,Savernake Forest
181960,2015,2773,Portal of Heroes
12166,2001,2788,Funkenschlag
366251,2024,2792,Mistwind
349948,2023,2800,Ceres
29073,2007,2801,Blockers!
152765,2014,2807,Thunderstone Advance: Worlds Collide
378200,2023,2818,Triqueta
257759,2018,2822,The River
67185,2010,2829,Sobek
429863,2025,2833,Covenant
217,1989,2835,A la carte
129050,2012,2836,P.I.
29972,2007,2850,El Capitán
283387,2021,2852,Rocketmen
265683,2019,2855,Second Chance
205045,2016,2864,Avenida
144270,2013,2873,Relic Runners
199793,2016,2874,Dokmus
333055,2021,2876,Subastral
180956,2016,2878,One Night Ultimate Vampire
65907,2010,2880,Mystery Express
37120,2008,2882,Pack & Stack
118705,2012,2885,Ghost Blitz 2
164698,2014,2892,Fresh Fish
16366,2005,2896,Funny Friends
145203,2013,2897,City of the Living
15318,2005,2898,Palazzo
1042,2001,2899,Dragon's Gold
103649,2011,2914,The City
203780,2016,2918,Power Grid: The Card Game
40529,1991,2922,Cosmic Encounter
37400,2008,2929,Sushi-Bar
158109,2014,2937,Onward to Venus
20134,2005,2940,The End of the Triumvirate
142121,2013,2943,Guildhall: Job Faire
4218,2002,2947,O Zoo le Mio
200454,2017,2949,Planetarium
81453,2010,2961,Famiglia
5867,2002,2968,10 Days in Europe
376740,2024,2974,Undergrove
16,1996,2975,MarraCash
30367,2007,2978,Perry Rhodan: The Cosmic League
231819,2017,2979,Sonar
256,1997,2980,Mississippi Queen
118418,2012,2983,Divinare
76150,2011,3004,Revolver
94480,2011,3007,Pantheon
16991,2005,3019,Khet: The Laser Game
40832,2009,3025,Keltis: Das Kartenspiel
231999,2017,3037,Finished!
67928,2010,3042,Puzzle Strike
76417,2010,3049,Poseidon
1155,2001,3055,Capitol
691,1993,3058,Timbuktu
172547,2015,3059,Queen's Architect
8172,2003,3060,Coyote
1917,1946,3061,Stratego
19427,2003,3062,Gemblo
8195,2002,3065,Viva Topo!
103686,2011,3068,Mundus Novus
73070,2010,3087,Olympus
111,1999,3089,Rheinländer
235591,2018,3091,History of the World
388339,2023,3102,Planta Nubo
125311,2012,3103,Okiya
296167,2020,3104,Boomerang: Australia
232520,2017,3109,Pioneers
531,2000,3111,Merchants of Amsterdam
153623,2014,3115,Limes
7866,2003,3116,10 Days in the USA
17161,2006,3129,Tempus
137423,2013,3133,Pixel Tactics 2
178570,2015,3140,Unusual Suspects
122,1992,3153,Quo Vadis?
145645,2013,3156,Le Fantôme de l'Opéra
34373,2008,3158,Tiki Topple
19995,2006,3161,Canal Mania
132544,2015,3171,Tesla vs. Edison: War of Currents
184459,2016,3174,Ave Roma
265,1994,3184,Intrigue
232666,2018,3197,Robin Hood and the Merry Men
271785,2019,3198,Slide Quest
197065,2016,3203,Valley of the Kings: Last Rites
7865,2003,3215,10 Days in Africa
32484,2007,3216,The Battle for Hill 218
117960,2012,3219,Saint Malo
345377,2022,3244,Virtù
55253,2009,3246,Atlantis
128554,2012,3258,Völuspá
156501,2014,3271,Greenland
128931,2012,3292,Noblemen
192455,2017,3295,First Martians: Adventures on the Red Planet
32116,2007,3305,Airships
254123,2018,3320,Shadowrun: Crossfire – Prime Runner Edition
99392,2011,3321,Colonial: Europe's Empires Overseas
154003,2014,3336,Pagoda
348,1999,3340,Merchants of the Middle Ages
23686,2006,3342,Gift Trap
140717,2014,3353,Progress: Evolution of Technology
932,1996,3375,Top Race
30539,2007,3380,Get Bit!
275870,2019,3384,TEAM3 GREEN
359878,2022,3403,Splito
7806,2003,3412,King Up!
272409,2019,3422,Tiny Epic Tactics
118000,2012,3439,Africana
4174,2002,3446,Lifeboat
257,1996,3452,Kill Doctor Lucky
119012,2013,3455,The Capitals
361025,2022,3460,Come Together
153737,2015,3478,Ships
4249,2002,3496,Trias
125977,2018,3503,Cataclysm: A Second World War
191538,2016,3507,Leo
300700,2020,3512,Quetzal
37734,2008,3528,Cavum
233676,2017,3533,Noria
38032,2008,3555,Byzanz
35505,2013,3559,Walk the Plank!
23730,2006,3565,Gheos
169,1993,3578,En Garde
135281,2012,3594,Serenissima (Second Edition)
14808,2006,3597,Marvel Heroes
20545,2005,3603,Rory's Story Cubes
25951,2010,3621,The Castle of the Devil
58602,2009,3625,Cable Car
38548,2008,3633,Fast Flowing Forest Fellers
75091,2010,3638,Norenberc
23451,2006,3639,Space Dealer
943,1988,3641,Ligretto
418858,2024,3642,Resafa
302917,2020,3649,King of 12
27463,2008,3651,Galactic Emperor
20022,2006,3653,Terra Nova
130792,2012,3659,Torre Encantada
433,1987,3660,Shark
236248,2018,3665,Small Islands
287742,2020,3690,TIME Stories Revolution: The Hadal Project
142325,2013,3694,Kobayakawa
39242,2010,3696,Black Friday
177249,2016,3712,The Manhattan Project: Chain Reaction
36708,2008,3714,Leader 1
138788,2013,3725,Dungeon Roll
188314,2016,3735,Topoum
199493,2016,3738,Escape the Room: Secret of Dr. Gravely's Retreat
260332,2018,3739,Hokkaido
1597,1995,3741,Streetcar
248117,2018,3760,Carson City: The Card Game
8924,2003,3761,Dancing Eggs
150926,2014,3765,Roll Through the Ages: The Iron Age
171129,2015,3769,Spinderella
177079,2015,3778,As Lendas de Andor: Chada e Thorn
174155,2015,3786,Lignum
1038,1991,3790,Tantrix
3139,2002,3812,Goldland
114387,2013,3817,Thebes: The Tomb Raiders
169704,2015,3826,Vault Wars
40770,2009,3837,The Golden City
360617,2022,3846,Findorff
8124,2003,3857,Industria
140951,2013,3879,Thunderstone: Starter Set
276997,2020,3893,X-ODUS: Rise of the Corruption
38872,2008,3907,Jet Set
34320,2008,3925,Shanghaien
270836,2019,3938,Imperial Settlers: Roll & Write
76674,2009,3939,String Railway
56707,2009,3940,Colonia
117914,2012,3946,Milestones
142830,2015,3984,Chaosmos
254619,2019,3986,Porto
341416,2021,3996,High Score
102148,2012,4026,NOIR: Deductive Mystery Game
246150,2018,4031,Arraial
224031,2017,4039,Cartagena (segunda edicao)
34599,2008,4083,Toledo
75547,2014,4090,Shipwrights of the North Sea
350198,2024,4117,Terminus
128063,2012,4128,Uchronia
84469,2010,4142,Fürstenfeld
170199,2016,4150,Solarius Mission
2290,1980,4198,Good & Bad Ghosts
38194,2008,4199,Cheaty Mages!
380,1986,4207,Polarity
3141,2002,4221,The Bucket King
140863,2013,4228,Council of Verona
163640,2014,4237,Eminent Domain: Microcosm
415090,2024,4248,Rainbow
9028,2004,4262,Tongiaki: Journey into the Unknown
329593,2021,4268,Settlement
1459,1994,4280,Sharp Shooters
2448,1940,4285,Mancala
4370,2002,4300,Fische Fluppen Frikadellen
545,1994,4311,Kaleidos
122891,2012,4328,Courtier
30356,2009,4332,Heartland
139562,2013,4346,Rockwell
257380,2018,4351,Counterfeiters
38657,2008,4360,Cities
68228,2010,4363,Railways of the World: The Card Game
27172,2007,4364,Ponte del Diavolo
22287,2006,4372,Buccaneer
193840,2016,4378,The Dragon & Flagon
154443,2014,4400,Madame Ching
21892,2006,4401,Augsburg 1520
31133,2008,4417,Ice Flow
295957,2020,4418,Holi: Festival of Colors
203828,2017,4435,"13 Minutes: The Cuban Missile Crisis, 1962"
29687,2010,4445,Leaping Lemmings
354729,2022,4455,Wonder Woods
226254,2017,4460,The Ruhr: A Story of Coal Trade
1036,1992,4467,Speculation
378001,2023,4470,Moon River
131891,2013,4479,Lost Legends
402669,2024,4489,Sand
192120,2016,4497,Meeple War
141,1999,4500,Andromeda
104573,2012,4518,Spectaculum
433384,2025,4533,Rival Cities
367260,2024,4536,Ascending Empires: Zenith Edition
32014,2008,4537,Confucius
360951,2022,4561,Catherine: The Cities of the Tsarina
3128,2002,4595,Clippers
231665,2017,4602,Fast Forward: FORTRESS
42898,2009,4624,Pocket Battles: Celts vs. Romans
18803,2004,4630,Black Stories
3452,2002,4633,Emerald
310442,2020,4637,Feierabend
263155,2019,4647,One Key
168839,2006,4653,Die Kutschfahrt zur Teufelsburg
147623,2013,4658,Friese's Landlord
53168,2009,4675,Triumvirate
40214,2009,4705,Bombay
437705,2025,4722,Horrified: Dungeons & Dragons
257733,2018,4733,Fine Sand
5534,2003,4746,Light Speed
104994,2011,4761,City Tycoon
403,1999,4772,Elk Fest
220780,2018,4810,Fairy Tile
423632,2024,4820,Asian Tigers: A Story of Prosperity
109969,2012,4827,Mutant Meeples
175878,2015,4830,504
360359,2023,4838,Neotopia
63632,2010,4859,Jerusalem
95,1990,4862,Igel Ärgern
19947,2005,4870,Ark
73313,2010,4907,Elements
41239,2009,4910,Mamma Mia! Plus
1452,1982,4916,Mhing
8946,2002,4921,Da Vinci Code
21287,2006,4946,Bison: Thunder on the Prairie
266460,2019,4980,Yinzi
140457,2013,5011,Ultimate Werewolf: Inquisition
37728,2008,5013,We Will Rock You
125924,2013,5020,Clubs
34004,2008,5025,Big Points
160561,2014,5031,Versailles
256442,2018,5034,Airship City
247,1996,5035,Gloria Picktoria
119337,2012,5039,Aeroplanes: Aviation Ascendant
113293,2012,5054,Article 27: The UN Security Council Game
4553,2002,5090,Attribute
9675,2004,5095,La Strada
192,1999,5106,Nicht die Bohne!
387763,2023,5109,How Dare You?
98347,2012,5143,Empires of the Void
309728,2022,5155,Pessoa
39832,2009,5170,Sumeria
224894,2017,5186,Michael Strogoff
38797,2008,5203,Uruk: Wiege der Zivilisation
306173,2021,5215,Lisbon Tram 28
192185,2016,5217,Matryoshka
321,1995,5224,The Mole in the Hole
41052,2009,5274,Loco Motive
31545,2006,5291,Pow Wow
146149,2013,5322,Quick Cups
38318,2008,5334,Start Player
255037,2018,5346,Silk
235512,2017,5386,Loot Island
278685,2023,5457,The Barracks Emperors
1376,2001,5471,Serengeti
55601,2010,5475,Sneaks & Snitches
12171,2003,5502,Le Passe-Trappe
31745,2007,5512,Utopia
231664,2017,5528,Fast Forward: FEAR
35935,2007,5532,Day & Night
176361,2015,5607,One Night Revolution
293309,2020,5608,Kraken Attack!
26235,2007,5614,Pick & Pack
92666,2013,5641,Hegemonic
72644,2001,5660,Perplexus
120669,2013,5685,No Retreat!: The North African Front
181161,2015,5695,Brick Party
282918,2019,5711,Garum
22497,2006,5716,Straw
300,1993,5720,Tutankhamen
11231,2004,5764,Snorta!
